5406:01-16 17:19:10.632  6269  6269 W Looper  : Slow Looper main: Activity com.android.todolist/.MainActivity is 395ms late (wall=0ms running=0ms ClientTransaction{ callbacks=[android.app.servertransaction.TopResumedActivityChangeItem] }) because of 2 msg, msg 1 took 194ms (seq=2 running=177ms runnable=2ms io=1ms late=1ms h=android.app.ActivityThread$H w=110), msg 2 took 228ms (seq=3 running=201ms runnable=3ms io=5ms late=167ms h=android.app.ActivityThread$H w=159)
7720:01-16 17:52:28.560  1801 14461 I ActivityTaskManager: START u0 {act=android.settings.APPLICATION_DETAILS_SETTINGS dat=package:com.android.todolist flg=0x10008000 cmp=com.android.settings/.applications.InstalledAppDetails} from uid 10025
50362:01-16 19:18:30.298  1801  3783 I ActivityTaskManager: START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.android.todolist/.MainActivity bnds=[586,1008][754,1176] (has extras)} from uid 10025
50363:01-16 19:18:30.328  3653  3653 D Launcher.ShortcutInfo: onAddToDatabase, this=ShortcutInfo, id=407, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
50366:01-16 19:18:30.328  3653  3653 D Launcher.Model: updateItemInDatabase, item=ShortcutInfo, id=407, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
50372:01-16 19:18:30.351  2572  5690 D AppStatChecker: first launch package: com.android.todolist
50379:01-16 19:18:30.376   669   669 D OemNetd : setPidForPackage: packageName=com.android.todolist, pid=4676, pid=10408
50380:01-16 19:18:30.377  1801  1950 I ActivityManager: Start proc 4676:com.android.todolist/u0a408 for activity {com.android.todolist/com.android.todolist.MainActivity} caller=com.miui.home
50403:01-16 19:18:30.458  5488 26698 I ProcessMonitor: onForegroundInfoChanged: ForegroundInfo{mForegroundPackageName='com.android.todolist', mForegroundUid=10408, mForegroundPid=4676, mLastForegroundPackageName='com.miui.home', mLastForegroundUid=10025, mLastForegroundPid=3653, mMultiWindowForegroundPackageName='null', mMultiWindowForegroundUid=-1, mFlags=1}
50404:01-16 19:18:30.458 31532 31549 I GST     : forePkg: com.android.todolist, preForePkg: com.miui.home
50405:01-16 19:18:30.459  5488 26698 I GameBoosterService: onForegroundInfoChanged: Cur=com.android.todolist	 last=com.miui.home
50406:01-16 19:18:30.459 31214 19803 D AutoInstallService: onForegroundInfoChanged: com.android.todolist
50414:01-16 19:18:30.470  5488 26698 D GameBoosterService: onGameStatusChange foreground:ForegroundInfo{mForegroundPackageName='com.android.todolist', mForegroundUid=10408, mForegroundPid=4676, mLastForegroundPackageName='com.miui.home', mLastForegroundUid=10025, mLastForegroundPid=3653, mMultiWindowForegroundPackageName='null', mMultiWindowForegroundUid=-1, mFlags=1}
50440:01-16 19:18:30.482  9530  9530 D TouchAssistant: getPackageNameFromPid packageName:com.android.todolist
50441:01-16 19:18:30.482  9530  9530 D TouchAssistant: onTopAppChanged packageName:com.android.todolist
50487:01-16 19:18:30.674  4676  4763 E Perf    : Fail to get file list com.android.todolist
50489:01-16 19:18:30.674  4676  4763 E Perf    : Fail to get file list com.android.todolist
50497:01-16 19:18:30.701  4688  4688 D AppActiveReceiver: receive app active broadcast for: com.android.todolist, install from: null
50518:01-16 19:18:30.743  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50519:01-16 19:18:30.745  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50520:01-16 19:18:30.749  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50521:01-16 19:18:30.750  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 12 lines
50522:01-16 19:18:30.751  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50525:01-16 19:18:30.762  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50530:01-16 19:18:30.770  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50531:01-16 19:18:30.771  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50534:01-16 19:18:30.791  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50545:01-16 19:18:30.807  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50546:01-16 19:18:30.819  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50547:01-16 19:18:30.835  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50550:01-16 19:18:30.841  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50552:01-16 19:18:30.848  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50555:01-16 19:18:30.856  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50556:01-16 19:18:30.858  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50558:01-16 19:18:30.862  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50566:01-16 19:18:30.916  3653  3653 D RecentsImpl: mActivityStateObserver com.android.todolist.MainActivity
50567:01-16 19:18:30.916  3653  3653 W RecentsImpl: onResumed className=com.android.todolist.MainActivity   mIsInAnotherPro=false
50568:01-16 19:18:30.917  4676  4676 W Looper  : Slow Looper main: Activity com.android.todolist/.MainActivity is 454ms late (wall=0ms running=0ms ClientTransaction{ callbacks=[android.app.servertransaction.TopResumedActivityChangeItem] }) because of 3 msg, msg 2 took 211ms (seq=2 running=185ms runnable=4ms io=6ms late=2ms h=android.app.ActivityThread$H w=110), msg 3 took 242ms (seq=3 running=213ms runnable=4ms late=212ms h=android.app.ActivityThread$H w=159)
50580:01-16 19:18:30.958  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50581:01-16 19:18:30.961  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50582:01-16 19:18:30.972  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50583:01-16 19:18:30.975  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50584:01-16 19:18:30.989  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50585:01-16 19:18:30.990  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50595:01-16 19:18:31.068  1801  1937 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{dfa7e2f u0 com.android.todolist/.MainActivity t12344} time:81187248
50596:01-16 19:18:31.069  1801  1946 I ActivityTaskManager: Displayed com.android.todolist/.MainActivity: +771ms
50610:01-16 19:18:31.119  9530  9530 D TouchAssistant: topActivity.getPackageName(),packageName:com.android.todolist
50611:01-16 19:18:31.119  9530  9530 D TouchAssistant: onTopAppChanged packageName:com.android.todolist
50631:01-16 19:18:39.509  1801  6383 I PackageManager.DexOptimizer: Running dexopt (dexoptNeeded=1) on: /data/app/com.android.todolist-FKUKC8AT_mpJfR8qGBf3tg==/base.apk pkg=com.android.todolist isa=arm64 dexoptFlags=boot_complete,debuggable,public,enable_hidden_api_checks targetFilter=quicken oatDir=/data/app/com.android.todolist-FKUKC8AT_mpJfR8qGBf3tg==/oat classLoaderContext=PCL[]
50632:01-16 19:18:39.511  1074 22878 V installd: DexInv: --- BEGIN '/data/app/com.android.todolist-FKUKC8AT_mpJfR8qGBf3tg==/base.apk' ---
50634:01-16 19:18:39.624  4804  4804 I dex2oat : /apex/com.android.runtime/bin/dex2oat --input-vdex-fd=-1 --output-vdex-fd=11 --call-from-installd=1 --resolve-startup-const-strings=true --max-image-block-size=524288 --compiler-filter=quicken -j6 --debuggable --classpath-dir=/data/app/com.android.todolist-FKUKC8AT_mpJfR8qGBf3tg== --class-loader-context=PCL[] --generate-mini-debug-info --compilation-reason=unknown
50639:01-16 19:18:40.779  1074 22878 V installd: DexInv: --- END '/data/app/com.android.todolist-FKUKC8AT_mpJfR8qGBf3tg==/base.apk' (success) ---
50641:01-16 19:18:40.781  1801  6383 I PackageManagerServiceInjector: FirstUseActivity Pinning optimized code com.android.todolist
50728:01-16 19:18:59.693  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50729:01-16 19:18:59.694  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50820:01-16 19:19:00.687  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
50834:01-16 19:19:00.720 19066 19066 I AndroidIME: AbstractIme.onActivate():86 LatinIme.onActivate() : EditorInfo = inputType=Text imeActionName=DONE dump=[inputType=0x61 imeOptions=0x6 privateImeOptions=null actionLabel=null actionId=0 initialSelStart=0 initialSelEnd=0 initialCapsMode=0x0 hintText=Name list label=null packageName=com.android.todolist fieldId=2131230821 fieldName=null extras=null hintLocales=null contentMimeTypes=null ], IncognitoMode = false, DeviceLocked = false
50876:01-16 19:19:00.789 20598 32478 W okt     : Infinite Data has no result for com.android.todolist [CONTEXT service_id=177 ]
50880:01-16 19:19:00.807 20598 28396 W okt     : Infinite Data has no result for com.android.todolist [CONTEXT service_id=177 ]
51707:01-16 19:19:33.047  1801  3783 E InputDispatcher: Window handle Window{1b91f13 u0 com.android.todolist/com.android.todolist.MainActivity} has no registered input channel
51708:01-16 19:19:33.054  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
51709:01-16 19:19:33.056  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
51710:01-16 19:19:33.059  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
51711:01-16 19:19:33.063  1801  3783 E InputDispatcher: Window handle Window{1b91f13 u0 com.android.todolist/com.android.todolist.MainActivity} has no registered input channel
51727:01-16 19:19:34.293  3653  4069 W RecentsModel: getRunningTask   taskInfo=TaskInfo{userId=0 stackId=209 taskId=12344 displayId=0 isRunning=true baseIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.android.todolist/.MainActivity (has extras) } baseActivity=ComponentInfo{com.android.todolist/com.android.todolist.MainActivity} topActivity=ComponentInfo{com.android.todolist/com.android.todolist.MainActivity} origActivity=null realActivity=ComponentInfo{com.android.todolist/com.android.todolist.MainActivity} numActivities=1 lastActiveTime=605447863 supportsSplitScreenMultiWindow=true resizeMode=1
51728:01-16 19:19:34.293  3653  4069 W RecentsModel: getTaskInfoIgnoreHomeAndFreeform   taskInfo=ComponentInfo{com.android.todolist/com.android.todolist.MainActivity}
51733:01-16 19:19:34.301  3653  3653 E ActivityManagerWrapper: getRecentTasks: taskId=12344   userId=0   baseIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.android.todolist/.MainActivity (has extras) }
51736:01-16 19:19:34.301  3653  3653 E ActivityManagerWrapper: getRecentTasks: taskId=12334   userId=0   baseIntent=Intent { act=android.settings.APPLICATION_DETAILS_SETTINGS dat=package:com.android.todolist flg=0x10008000 cmp=com.android.settings/.applications.InstalledAppDetails }
51741:01-16 19:19:34.310  3653  3653 D TaskView: TaskView bind task, task=[id=12344 stackId=209 windowingMode=1 user=0 lastActiveTime=605447863, component=ComponentInfo{com.android.todolist/com.android.todolist.MainActivity}] To Do List, isLock=false
51742:01-16 19:19:34.311  3653  3653 D TaskView: TaskView bind task, task=[id=12344 stackId=209 windowingMode=1 user=0 lastActiveTime=605447863, component=ComponentInfo{com.android.todolist/com.android.todolist.MainActivity}] To Do List, isLock=false
51750:01-16 19:19:34.316  3653  3653 E ActivityManagerWrapper: getRecentTasks: taskId=12344   userId=0   baseIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.android.todolist/.MainActivity (has extras) }
51753:01-16 19:19:34.316  3653  3653 E ActivityManagerWrapper: getRecentTasks: taskId=12334   userId=0   baseIntent=Intent { act=android.settings.APPLICATION_DETAILS_SETTINGS dat=package:com.android.todolist flg=0x10008000 cmp=com.android.settings/.applications.InstalledAppDetails }
51756:01-16 19:19:34.319  3653  3653 D TaskView: TaskView bind task, task=[id=12344 stackId=209 windowingMode=1 user=0 lastActiveTime=605447863, component=ComponentInfo{com.android.todolist/com.android.todolist.MainActivity}] To Do List, isLock=false
51780:01-16 19:19:34.351 31532 31549 I GST     : forePkg: com.miui.home, preForePkg: com.android.todolist
51781:01-16 19:19:34.352  5488  6605 I ProcessMonitor: onForegroundInfoChanged: ForegroundInfo{mForegroundPackageName='com.miui.home', mForegroundUid=10025, mForegroundPid=3653, mLastForegroundPackageName='com.android.todolist', mLastForegroundUid=10408, mLastForegroundPid=4676, mMultiWindowForegroundPackageName='null', mMultiWindowForegroundUid=-1, mFlags=0}
51782:01-16 19:19:34.352  5488  6605 I GameBoosterService: onForegroundInfoChanged: Cur=com.miui.home	 last=com.android.todolist
51784:01-16 19:19:34.352  5488  6605 D GameBoosterService: onGameStatusChange foreground:ForegroundInfo{mForegroundPackageName='com.miui.home', mForegroundUid=10025, mForegroundPid=3653, mLastForegroundPackageName='com.android.todolist', mLastForegroundUid=10408, mLastForegroundPid=4676, mMultiWindowForegroundPackageName='null', mMultiWindowForegroundUid=-1, mFlags=0}
51797:01-16 19:19:34.376  4988 18081 W MiuiPerfServiceClient: interceptAndQueuing:4676|com.android.todolist|150|59|unknown|null|com.android.todolist/com.android.todolist.MainActivity|81249442778171|Slow issue draw commands|7
51802:01-16 19:19:34.380  3653  3653 E ActivityManagerWrapper: getRecentTasks: taskId=12344   userId=0   baseIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.android.todolist/.MainActivity (has extras) }
51805:01-16 19:19:34.380  3653  3653 E ActivityManagerWrapper: getRecentTasks: taskId=12334   userId=0   baseIntent=Intent { act=android.settings.APPLICATION_DETAILS_SETTINGS dat=package:com.android.todolist flg=0x10008000 cmp=com.android.settings/.applications.InstalledAppDetails }
51814:01-16 19:19:34.383  3653  3653 D TaskView: TaskView bind task, task=[id=12344 stackId=209 windowingMode=1 user=0 lastActiveTime=605447922, component=ComponentInfo{com.android.todolist/com.android.todolist.MainActivity}] To Do List, isLock=false
51857:01-16 19:19:34.658  4676  4764 W RenderInspector: DequeueBuffer time out on com.android.todolist/com.android.todolist.MainActivity, count=3, avg=16 ms, max=18 ms.
52109:01-16 19:19:43.924  3653  3653 E ActivityManagerWrapper: getRecentTasks: taskId=12344   userId=0   baseIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.android.todolist/.MainActivity (has extras) }
52111:01-16 19:19:43.924  3653  3653 E ActivityManagerWrapper: getRecentTasks: taskId=12334   userId=0   baseIntent=Intent { act=android.settings.APPLICATION_DETAILS_SETTINGS dat=package:com.android.todolist flg=0x10008000 cmp=com.android.settings/.applications.InstalledAppDetails }
52115:01-16 19:19:43.943  3653  3653 D TaskView: TaskView bind task, task=[id=12344 stackId=209 windowingMode=1 user=0 lastActiveTime=605447922, component=ComponentInfo{com.android.todolist/com.android.todolist.MainActivity}] To Do List, isLock=false
52118:01-16 19:19:43.944  3653  3653 D TaskView: TaskView bind task, task=[id=12344 stackId=209 windowingMode=1 user=0 lastActiveTime=605447922, component=ComponentInfo{com.android.todolist/com.android.todolist.MainActivity}] To Do List, isLock=false
52126:01-16 19:19:43.950  3653  3653 E ActivityManagerWrapper: getRecentTasks: taskId=12344   userId=0   baseIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.android.todolist/.MainActivity (has extras) }
52128:01-16 19:19:43.950  3653  3653 E ActivityManagerWrapper: getRecentTasks: taskId=12334   userId=0   baseIntent=Intent { act=android.settings.APPLICATION_DETAILS_SETTINGS dat=package:com.android.todolist flg=0x10008000 cmp=com.android.settings/.applications.InstalledAppDetails }
52131:01-16 19:19:43.954  3653  3653 D TaskView: TaskView bind task, task=[id=12344 stackId=209 windowingMode=1 user=0 lastActiveTime=605447922, component=ComponentInfo{com.android.todolist/com.android.todolist.MainActivity}] To Do List, isLock=false
52177:01-16 19:19:44.003  3653  3653 E ActivityManagerWrapper: getRecentTasks: taskId=12344   userId=0   baseIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.android.todolist/.MainActivity (has extras) }
52180:01-16 19:19:44.003  3653  3653 E ActivityManagerWrapper: getRecentTasks: taskId=12334   userId=0   baseIntent=Intent { act=android.settings.APPLICATION_DETAILS_SETTINGS dat=package:com.android.todolist flg=0x10008000 cmp=com.android.settings/.applications.InstalledAppDetails }
52186:01-16 19:19:44.008  3653  3653 D TaskView: TaskView bind task, task=[id=12344 stackId=209 windowingMode=1 user=0 lastActiveTime=605447922, component=ComponentInfo{com.android.todolist/com.android.todolist.MainActivity}] To Do List, isLock=false
52257:01-16 19:19:44.782  5488  6605 I ProcessMonitor: onForegroundInfoChanged: ForegroundInfo{mForegroundPackageName='com.android.todolist', mForegroundUid=10408, mForegroundPid=4676, mLastForegroundPackageName='com.miui.home', mLastForegroundUid=10025, mLastForegroundPid=3653, mMultiWindowForegroundPackageName='null', mMultiWindowForegroundUid=-1, mFlags=0}
52258:01-16 19:19:44.782 31532 31549 I GST     : forePkg: com.android.todolist, preForePkg: com.miui.home
52259:01-16 19:19:44.782  5488  6605 I GameBoosterService: onForegroundInfoChanged: Cur=com.android.todolist	 last=com.miui.home
52260:01-16 19:19:44.783 31214 19803 D AutoInstallService: onForegroundInfoChanged: com.android.todolist
52267:01-16 19:19:44.793  5488  6605 D GameBoosterService: onGameStatusChange foreground:ForegroundInfo{mForegroundPackageName='com.android.todolist', mForegroundUid=10408, mForegroundPid=4676, mLastForegroundPackageName='com.miui.home', mLastForegroundUid=10025, mLastForegroundPid=3653, mMultiWindowForegroundPackageName='null', mMultiWindowForegroundUid=-1, mFlags=0}
52282:01-16 19:19:44.809  3653  3653 D RecentsImpl: mActivityStateObserver com.android.todolist.MainActivity
52283:01-16 19:19:44.809  3653  3653 W RecentsImpl: onResumed className=com.android.todolist.MainActivity   mIsInAnotherPro=false
52284:01-16 19:19:44.810  9530  9530 D TouchAssistant: getPackageNameFromPid packageName:com.android.todolist
52285:01-16 19:19:44.810  9530  9530 D TouchAssistant: onTopAppChanged packageName:com.android.todolist
52300:01-16 19:19:45.332  1801  9345 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{dfa7e2f u0 com.android.todolist/.MainActivity t12344} time:81261513
52321:01-16 19:19:45.418  9530  9530 D TouchAssistant: topActivity.getPackageName(),packageName:com.android.todolist
52322:01-16 19:19:45.418  9530  9530 D TouchAssistant: onTopAppChanged packageName:com.android.todolist
52686:01-16 19:20:57.092 31532 31549 I GST     : forePkg: com.miui.home, preForePkg: com.android.todolist
52688:01-16 19:20:57.093  5488  5512 I ProcessMonitor: onForegroundInfoChanged: ForegroundInfo{mForegroundPackageName='com.miui.home', mForegroundUid=10025, mForegroundPid=3653, mLastForegroundPackageName='com.android.todolist', mLastForegroundUid=10408, mLastForegroundPid=4676, mMultiWindowForegroundPackageName='null', mMultiWindowForegroundUid=-1, mFlags=0}
52689:01-16 19:20:57.093  5488  5512 I GameBoosterService: onForegroundInfoChanged: Cur=com.miui.home	 last=com.android.todolist
52690:01-16 19:20:57.093  5488  5512 D GameBoosterService: onGameStatusChange foreground:ForegroundInfo{mForegroundPackageName='com.miui.home', mForegroundUid=10025, mForegroundPid=3653, mLastForegroundPackageName='com.android.todolist', mLastForegroundUid=10408, mLastForegroundPid=4676, mMultiWindowForegroundPackageName='null', mMultiWindowForegroundUid=-1, mFlags=0}
52779:01-16 19:20:58.331  3653  3653 D Launcher.CellLayout: touch item:ShortcutInfo, id=407, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
52790:01-16 19:20:58.644  3653  3653 D Launcher.CellLayout: updateCellOccupiedMarks, remove, ShortcutInfo, id=407, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
52795:01-16 19:20:58.646  3653  3653 D Launcher_DragView: new DragView:ShortcutInfo, id=407, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity
52809:01-16 19:20:58.656  3653  3653 D Launcher.CellLayout: updateCellOccupiedMarks, remove, ShortcutInfo, id=407, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
52818:01-16 19:20:59.112  3653  3653 D Launcher.DragController: drop, from=ShortcutInfo, id=407, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
52819:01-16 19:20:59.113  3653  3653 D Launcher.CellLayout: updateCellOccupiedMarks, update, ShortcutInfo, id=407, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
52822:01-16 19:20:59.115  3653  3653 D Launcher.DragController: drop succeed, to ShortcutInfo, id=407, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
52823:01-16 19:20:59.125  3653  3653 D Launcher.CellLayout: saveCurrentLayout, info=ShortcutInfo, id=407, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
52830:01-16 19:20:59.126  3653  3653 D Launcher.ShortcutMenu: show shortcut menu when drop, pkgName=com.android.todolist
52846:01-16 19:20:59.678  3653  3653 D Launcher.ShortcutMenu: click shortcut menu app details info, pkg=com.android.todolist
52847:01-16 19:20:59.680  1801  3763 I ActivityTaskManager: START u0 {act=android.settings.APPLICATION_DETAILS_SETTINGS dat=package:com.android.todolist flg=0x10008000 cmp=com.android.settings/.applications.InstalledAppDetails} from uid 10025
52888:01-16 19:20:59.737  3653  3653 D Launcher.ShortcutMenu: hide ShortcutMenu, pkgName=com.android.todolist, reason=null
53024:01-16 19:21:00.366  5488  5512 I NAProvider: queryWifiRule packageName:com.android.todolist
53025:01-16 19:21:00.380  5488 26698 I NAProvider: queryMobileRule packageName:com.android.todolist
53072:01-16 19:21:03.153 11473 11473 D FloatService: onPrimaryClipChanged com.android.todolist
53074:01-16 19:21:03.172 11473 11473 D FloatService: onPrimaryClipChanged com.android.todolist
53309:01-16 19:21:27.056  3653  3653 D Launcher.CellLayout: touch item:ShortcutInfo, id=407, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
53327:01-16 19:21:27.085  1801  3659 I ActivityTaskManager: START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.android.todolist/.MainActivity bnds=[584,1005][752,1173] (has extras)} from uid 10025
53339:01-16 19:21:27.108  5488  5512 I ProcessMonitor: onForegroundInfoChanged: ForegroundInfo{mForegroundPackageName='com.android.todolist', mForegroundUid=10408, mForegroundPid=4676, mLastForegroundPackageName='com.miui.home', mLastForegroundUid=10025, mLastForegroundPid=3653, mMultiWindowForegroundPackageName='null', mMultiWindowForegroundUid=-1, mFlags=0}
53340:01-16 19:21:27.108  5488  5512 I GameBoosterService: onForegroundInfoChanged: Cur=com.android.todolist	 last=com.miui.home
53342:01-16 19:21:27.109 31214 19803 D AutoInstallService: onForegroundInfoChanged: com.android.todolist
53344:01-16 19:21:27.110 31532 31549 I GST     : forePkg: com.android.todolist, preForePkg: com.miui.home
53354:01-16 19:21:27.122  5488  5512 D GameBoosterService: onGameStatusChange foreground:ForegroundInfo{mForegroundPackageName='com.android.todolist', mForegroundUid=10408, mForegroundPid=4676, mLastForegroundPackageName='com.miui.home', mLastForegroundUid=10025, mLastForegroundPid=3653, mMultiWindowForegroundPackageName='null', mMultiWindowForegroundUid=-1, mFlags=0}
53368:01-16 19:21:27.126  9530  9530 D TouchAssistant: getPackageNameFromPid packageName:com.android.todolist
53369:01-16 19:21:27.126  9530  9530 D TouchAssistant: onTopAppChanged packageName:com.android.todolist
53377:01-16 19:21:27.137  3653  3653 D RecentsImpl: mActivityStateObserver com.android.todolist.MainActivity
53378:01-16 19:21:27.137  3653  3653 W RecentsImpl: onResumed className=com.android.todolist.MainActivity   mIsInAnotherPro=false
53399:01-16 19:21:27.659  1801  6328 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{dfa7e2f u0 com.android.todolist/.MainActivity t12344} time:81363839
53411:01-16 19:21:27.744  9530  9530 D TouchAssistant: topActivity.getPackageName(),packageName:com.android.todolist
53412:01-16 19:21:27.744  9530  9530 D TouchAssistant: onTopAppChanged packageName:com.android.todolist
53418:01-16 19:21:28.862  4676  4764 W RenderInspector: DequeueBuffer time out on com.android.todolist/com.android.todolist.MainActivity, count=1, avg=20 ms, max=20 ms.
53426:01-16 19:21:30.438  4676  4764 W RenderInspector: DequeueBuffer time out on com.android.todolist/com.android.todolist.MainActivity, count=1, avg=28 ms, max=28 ms.
53427:01-16 19:21:31.271  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
53428:01-16 19:21:31.272  4988 18081 W MiuiPerfServiceClient: interceptAndQueuing:4676|com.android.todolist|169|52|unknown|null|com.android.todolist/com.android.todolist.MainActivity|81366633552970|Slow issue draw commands|8
53429:01-16 19:21:31.273  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
